,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Total_Amount_Spent,Target
1546,1987,0,3,30390.0,0,0,1,2,0,3,6,0,0,0,0,0,0,80,3
1547,1963,2,4,30983.0,0,0,1,4,0,3,8,0,0,0,0,0,1,167,3
1548,1957,2,6,66033.0,0,1,2,8,3,7,7,0,0,0,0,0,0,677,1
1549,1975,0,3,37284.0,1,1,1,0,0,3,6,0,0,0,0,0,0,23,3
1550,1951,3,2,57530.0,0,1,1,1,1,4,1,0,0,0,0,0,0,92,0
1551,1965,0,3,76800.0,0,0,1,4,4,7,1,0,0,0,0,0,0,641,1
1552,1956,2,3,63943.0,0,1,1,6,4,6,5,0,0,0,0,0,0,1106,0
1553,1962,2,5,76081.0,0,0,1,4,5,4,2,0,0,0,1,0,0,1033,1
1554,1974,2,3,67445.0,0,1,5,9,6,12,6,0,0,0,0,0,0,1174,1
1555,1967,3,3,37054.0,1,1,2,1,0,3,7,0,0,0,0,0,0,25,3
1556,1962,3,5,47175.0,1,1,7,4,2,4,8,1,0,0,0,0,1,240,0
1557,1976,2,2,31859.0,1,0,1,1,0,2,7,0,0,0,0,0,0,20,3
1558,1961,2,2,27215.0,2,1,4,2,1,4,6,0,0,0,0,0,0,102,3
1559,1976,4,2,70179.0,0,1,3,7,3,13,5,0,0,0,0,0,0,1034,1
1560,1983,2,3,39922.0,1,0,2,3,0,4,8,0,0,0,0,0,0,156,3
1561,1976,3,3,49681.0,0,2,6,7,1,7,7,0,0,0,0,0,0,458,0
1562,1988,2,3,24645.0,1,0,1,1,0,2,8,0,0,0,0,0,0,17,3
1563,1954,2,2,79865.0,0,1,1,5,10,5,1,0,0,0,0,0,0,792,1
1564,1985,2,3,44322.0,1,0,2,3,0,3,8,0,0,0,0,0,0,92,0
1565,1952,2,4,47958.0,0,1,2,6,3,5,5,0,0,0,0,0,0,407,0
1566,1964,3,4,63972.0,0,1,4,5,4,10,4,0,1,0,0,0,0,1269,0
1567,1954,2,5,75315.0,0,1,2,5,4,12,2,0,0,0,0,0,0,841,1
1568,1950,4,3,55517.0,1,1,5,11,1,6,9,0,0,0,0,0,1,633,0
1569,1957,4,3,75283.0,1,2,11,6,3,5,4,0,0,0,0,0,0,1019,1
1570,1946,4,4,82800.0,0,0,1,7,6,12,3,0,0,1,1,0,1,1315,1
1571,1954,2,3,38998.0,1,1,3,2,0,3,8,0,0,0,0,0,0,54,3
1572,1991,3,4,90638.0,0,0,1,3,4,10,1,0,0,1,0,0,1,2525,1
1573,1986,3,3,27161.0,1,0,1,1,0,3,7,0,0,0,0,0,0,52,3
1574,1977,2,3,42014.0,1,0,6,7,1,6,8,0,0,0,0,0,1,436,0
1575,1960,4,5,38201.0,0,1,4,5,1,5,8,0,0,0,0,0,0,268,3
1576,1982,2,5,45203.0,2,0,1,3,1,3,6,0,0,0,0,0,1,147,0
1577,1947,4,5,81574.0,0,0,1,4,5,8,1,0,1,1,0,0,0,1798,1
1578,1992,2,3,34935.0,0,0,1,2,1,4,7,0,0,0,0,0,0,137,3
1579,1976,3,4,60482.0,0,1,1,7,2,7,7,0,0,0,0,0,0,507,0
1580,1956,2,5,34633.0,2,1,1,1,0,2,6,0,0,0,0,0,0,15,3
1581,1947,3,5,78093.0,0,0,1,4,7,5,1,0,0,0,0,0,0,1105,1
1582,1950,2,2,82460.0,0,0,1,5,3,6,1,0,0,0,0,0,0,974,1
1583,1966,3,5,45903.0,0,1,2,2,1,3,4,0,0,0,0,0,0,66,0
1584,1987,2,2,81361.0,0,0,1,3,10,13,1,0,0,0,0,0,1,778,1
1585,1973,4,2,35860.0,1,1,2,1,1,2,5,1,0,0,0,0,1,49,3
1586,1952,3,5,40442.0,1,1,4,3,1,4,7,0,0,0,0,0,1,169,0
1587,1965,2,3,61482.0,0,0,1,3,2,6,2,0,0,0,0,0,0,299,0
1588,1980,2,3,34968.0,1,0,7,3,2,5,7,0,0,0,0,0,0,221,3
1589,1987,2,3,75794.0,0,0,1,7,5,12,3,0,0,0,1,0,0,1682,1
1590,1962,4,5,31497.0,0,1,2,3,1,4,8,0,0,0,0,0,0,155,3
1591,1955,2,3,74268.0,0,0,1,4,3,5,2,0,0,0,0,0,0,892,1
1592,1988,1,5,13724.0,1,0,1,2,0,2,9,1,0,0,0,0,0,58,3
1593,1965,3,5,45143.0,0,1,3,6,1,5,7,0,0,0,0,0,0,311,0
1594,1967,4,4,52569.0,0,1,1,2,0,4,3,0,0,0,0,0,0,95,0
1595,1973,4,4,48432.0,0,1,5,7,1,6,8,0,0,0,0,0,1,424,0
1596,1960,3,5,17144.0,1,1,5,3,0,4,7,0,0,0,0,0,0,47,3
1597,1984,2,4,36108.0,1,0,3,7,1,4,9,1,0,0,0,0,0,339,3
1598,1971,2,3,76445.0,1,0,1,2,5,13,6,0,0,0,0,0,0,1410,1
1599,1975,4,3,36663.0,1,0,1,1,1,3,2,0,0,0,0,0,0,35,3
1600,1965,3,3,53843.0,0,1,4,8,5,3,7,0,0,0,0,0,0,562,0
1601,1956,3,3,90226.0,0,0,1,4,7,12,2,0,0,0,1,0,0,2352,1
1602,1955,3,2,70638.0,0,0,1,4,5,10,3,0,1,0,0,0,0,1334,1
1603,1960,2,5,44512.0,1,1,2,1,0,3,4,0,0,0,0,0,0,32,0
1604,1961,2,3,27116.0,1,1,2,2,0,3,7,0,0,0,0,0,0,41,3
1605,1963,4,3,54072.0,1,1,1,2,0,2,8,0,0,0,0,0,0,39,0
1606,1977,2,3,71855.0,0,1,4,5,5,11,3,0,0,0,0,0,0,1141,1
1607,1990,0,4,51250.0,1,0,5,10,5,4,9,1,0,0,0,0,0,710,0
1608,1973,3,3,60432.0,0,1,5,7,2,5,6,0,0,0,0,0,0,401,0
1609,1964,4,3,65526.0,0,1,1,4,4,8,2,0,0,0,0,0,0,506,1
1610,1988,2,4,68655.0,0,0,1,4,5,11,3,0,0,0,0,0,0,1538,1
1611,1978,0,3,12393.0,0,0,1,2,0,3,9,0,0,0,0,0,0,57,3
1612,1990,2,4,64509.0,0,0,1,6,3,9,4,1,0,0,0,0,1,1722,0
1613,1975,2,4,33955.0,1,0,4,5,1,5,8,0,0,0,0,0,0,270,3
1614,1977,2,3,31353.0,1,1,2,1,1,2,8,0,0,0,0,0,1,31,3
1615,1984,2,3,55434.0,1,0,3,5,3,13,4,0,0,0,0,0,0,882,0
1616,1983,2,5,28359.0,1,0,1,1,0,2,7,0,0,0,0,0,0,16,3
1617,1987,2,4,57100.0,1,0,2,3,2,7,3,0,0,0,0,0,0,311,0
1618,1965,2,3,69139.0,0,1,1,4,1,5,4,0,0,0,0,0,0,227,1
1619,1956,3,3,52973.0,0,1,7,9,6,9,8,0,0,0,0,0,0,1152,0
1620,1965,4,5,51717.0,0,1,1,3,0,4,7,0,1,0,0,0,0,122,0
1621,1971,2,3,18793.0,1,0,3,2,0,4,8,0,0,0,0,0,0,77,3
1622,1982,0,5,66664.0,0,0,1,5,7,6,3,0,0,0,0,0,0,1289,1
1623,1959,2,4,50664.0,1,1,9,8,1,6,9,0,0,0,0,0,0,561,0
1624,1963,2,5,54414.0,1,1,4,3,1,5,4,0,0,0,0,0,0,211,0
1625,1952,4,3,54549.0,0,1,2,5,1,4,7,0,0,0,0,0,0,233,0
1626,1971,4,6,47111.0,0,1,6,3,2,10,9,0,0,0,0,0,0,1092,0
1627,1963,4,2,41003.0,0,0,1,6,2,8,6,0,0,0,0,0,0,601,0
1628,1982,2,5,19444.0,1,0,3,4,1,2,7,0,0,0,0,0,1,54,3
1629,1976,0,5,36301.0,1,0,1,3,0,3,7,0,0,0,0,0,0,78,3
1630,1947,4,5,73059.0,0,1,1,9,3,13,4,0,0,0,0,0,0,1095,1
1631,1969,4,5,42731.0,1,0,3,4,1,5,5,0,0,0,0,0,0,244,0
1632,1959,4,3,52854.0,1,1,2,2,1,4,5,0,0,0,0,0,0,116,0
1633,1978,2,5,22775.0,1,0,1,1,0,2,8,0,0,0,0,0,0,15,3
1634,1948,4,5,46681.0,0,2,2,4,6,4,5,0,0,0,0,0,0,425,0
1635,1955,4,3,59821.0,0,1,6,11,2,7,8,0,0,0,0,0,0,734,0
1636,1954,2,2,50002.0,0,1,2,8,2,7,7,0,0,0,0,0,0,638,0
1637,1945,2,3,69755.0,0,0,1,3,6,12,1,0,0,0,0,0,0,894,1
1638,1969,2,3,44078.0,1,1,2,2,0,3,5,0,0,0,0,0,0,41,0
1639,1976,3,5,30560.0,1,0,1,1,0,3,7,0,0,0,0,0,0,31,3
1640,1969,3,5,35924.0,1,1,1,1,0,3,5,0,0,0,0,0,0,34,3
1641,1964,4,2,64140.0,0,2,5,2,5,6,5,1,0,1,0,1,1,1750,0
1642,1981,2,5,56386.0,1,1,8,9,1,7,9,0,0,0,0,0,0,612,0
1643,1979,1,5,24594.0,1,0,1,1,0,3,5,0,0,0,0,0,0,29,3
1644,1981,0,5,75774.0,1,0,1,7,5,8,4,0,0,0,0,0,0,823,1
1645,1960,3,2,39228.0,0,0,1,0,0,3,4,0,0,0,0,0,0,20,3
1646,1974,3,3,58494.0,0,1,2,6,2,6,6,0,0,0,0,0,0,396,0
1647,1981,2,4,58684.0,0,0,1,5,3,12,2,0,1,0,0,0,0,813,0
1648,1967,2,2,57136.0,0,0,1,7,5,7,6,0,0,0,0,0,1,1179,0
1649,1950,4,6,56551.0,1,1,3,2,1,4,4,0,0,0,0,0,0,138,0
1650,1982,2,3,22448.0,1,0,3,2,1,3,3,0,0,0,0,0,0,55,3
1651,1961,2,4,82014.0,0,0,1,3,6,12,6,0,0,0,0,0,1,1511,1
1652,1963,2,6,34213.0,1,1,3,3,1,2,9,0,0,0,0,0,1,117,3
1653,1977,2,5,157146.0,0,0,0,0,28,0,1,0,0,0,0,0,0,1730,1
1654,1947,4,6,25358.0,0,1,2,1,0,3,6,0,0,0,0,0,0,32,3
1655,1978,3,4,35544.0,1,0,1,2,0,3,7,0,0,0,0,0,0,67,3
1656,1954,3,5,36634.0,0,1,3,5,2,5,7,0,0,0,0,0,0,335,3
1657,1954,4,3,62670.0,0,1,1,5,3,13,3,0,0,0,0,0,0,825,0
1658,1972,0,5,50334.0,0,1,6,7,4,6,6,0,0,0,0,0,0,694,0
1659,1981,2,4,72066.0,0,0,1,4,6,6,2,0,0,1,1,0,1,1792,1
1660,1958,4,4,50729.0,1,1,9,6,2,7,6,0,0,0,0,0,0,496,0
1661,1968,2,5,34916.0,2,0,4,5,1,3,9,0,0,0,0,0,0,231,3
1662,1976,2,2,64892.0,0,1,2,6,4,12,4,0,0,0,0,0,0,902,1
1663,1966,2,4,43602.0,1,1,3,3,1,2,6,0,0,0,0,0,0,68,0
1664,1989,4,4,33996.0,0,0,1,1,1,3,4,0,0,0,0,0,0,71,3
1665,1985,0,4,41473.0,1,0,1,2,0,3,7,0,0,0,0,0,0,76,0
1666,1967,4,3,63246.0,0,2,1,6,3,12,4,0,0,0,0,0,0,772,0
1667,1959,4,3,36732.0,1,1,3,1,1,4,2,0,0,0,0,0,0,47,3
1668,1970,4,3,69084.0,1,0,2,7,3,13,8,0,0,0,0,0,0,1586,1
1669,1967,4,3,77766.0,0,1,2,11,10,11,6,1,0,0,0,0,1,1529,1
1670,1985,4,4,37929.0,0,0,2,4,2,5,7,0,1,0,1,0,1,265,3
1671,1951,2,5,86610.0,0,0,1,5,6,6,2,0,0,0,0,0,0,1603,1
1672,1986,3,3,80141.0,0,0,1,7,4,10,6,0,0,1,0,0,1,2091,1
1673,1955,0,3,72635.0,0,0,1,6,8,6,3,0,0,0,1,0,0,981,1
1674,1970,2,3,69016.0,0,1,4,8,9,13,5,0,0,0,0,0,0,1533,1
1675,1991,0,5,20193.0,0,0,1,1,1,4,4,0,0,0,0,0,0,82,3
1676,1975,2,3,27573.0,1,0,4,5,1,4,8,0,0,0,0,0,0,244,3
1677,1979,1,4,15862.0,1,0,1,1,0,3,8,0,0,0,0,0,0,36,3
1678,1976,4,3,49544.0,1,0,2,5,1,8,7,0,0,0,0,0,0,404,0
1679,1980,2,3,33228.0,1,0,1,2,0,3,7,0,0,0,0,0,0,71,3
1680,1978,2,5,70440.0,0,0,1,5,10,7,3,0,0,0,1,0,0,1572,1
1681,1971,2,5,38232.0,1,1,4,3,1,3,5,0,0,0,0,0,0,122,3
1682,1955,4,3,22554.0,1,1,4,2,0,4,5,0,0,0,0,0,0,41,3
1683,1983,4,3,23536.0,1,0,1,0,0,3,3,0,0,0,0,0,0,10,3
1684,1952,2,3,49413.0,0,1,2,4,2,5,5,0,0,0,0,0,0,304,0
1685,1969,2,3,42231.0,1,1,1,1,0,3,5,0,0,0,0,0,0,37,0
1686,1980,3,2,78789.0,0,0,1,4,6,5,2,0,0,0,0,0,1,1754,1
1687,1968,2,5,56534.0,0,1,4,10,4,7,8,0,1,0,0,1,1,815,0
1688,1971,2,4,58350.0,0,1,4,8,3,12,6,0,0,0,0,0,0,1001,0
1689,1989,2,4,81217.0,0,0,1,3,7,11,1,0,0,0,0,0,0,1157,1
1690,1951,2,4,49090.0,0,1,3,7,2,9,7,0,0,0,0,0,0,688,0
1691,1987,3,2,61787.0,0,0,1,8,4,6,5,0,0,0,0,0,0,1319,0
1692,1985,4,3,18169.0,1,0,1,1,0,2,8,0,0,0,0,0,0,21,3
1693,1981,0,4,24336.0,1,0,1,1,0,2,7,0,0,0,0,0,0,31,3
1694,1990,2,3,18222.0,0,0,1,2,0,3,8,0,0,0,0,0,0,67,3
1695,1952,2,2,62335.0,0,1,2,3,3,13,2,0,0,0,0,0,0,708,0
1696,1971,0,5,42033.0,1,1,1,1,0,2,7,0,0,0,0,0,0,25,0
1697,1983,4,3,86580.0,0,0,0,4,2,5,1,0,0,1,0,0,0,746,1
1698,1957,4,2,41437.0,1,1,1,1,0,3,7,0,0,0,0,0,0,32,0
1699,1951,3,6,73705.0,0,2,2,9,6,8,5,0,0,0,0,0,0,1695,1
1700,1976,2,3,61064.0,0,1,5,8,4,11,6,0,0,0,0,0,0,1080,0
1701,1955,3,3,38452.0,1,1,3,3,0,3,7,0,0,0,0,0,0,72,3
1702,1989,2,4,18358.0,1,0,3,3,0,4,7,0,0,0,0,0,0,57,3
1703,1973,4,5,55012.0,0,1,6,8,2,9,5,0,0,0,0,0,0,660,0
1704,1973,1,5,9722.0,1,0,4,3,1,3,8,0,0,0,0,0,1,103,3
1705,1984,4,3,38175.0,1,0,3,3,1,4,7,0,0,0,0,0,0,153,3
1706,1956,3,5,58656.0,0,1,4,7,8,13,6,0,0,1,0,0,0,1220,0
1707,1965,2,5,52117.0,0,1,2,5,2,4,7,0,0,0,0,0,0,279,0
1708,1978,2,3,64813.0,1,0,1,7,2,10,5,0,0,0,0,0,0,745,1
1709,1973,4,3,54222.0,0,1,1,3,3,5,3,0,0,0,0,0,0,264,0
1710,1986,2,3,83512.0,0,0,1,4,7,10,1,1,0,1,1,1,1,2157,1
1711,1959,3,3,77520.0,0,1,1,8,7,7,4,1,0,1,1,0,1,1526,1
1712,1978,2,5,41154.0,0,1,1,1,0,4,5,0,0,0,0,0,0,69,0
1713,1966,2,3,80398.0,0,0,1,5,8,12,3,0,0,1,0,0,0,1597,1
1714,1992,1,4,18746.0,1,0,2,3,0,3,6,0,0,0,0,0,0,64,3
1715,1984,2,5,35196.0,1,0,6,6,1,5,8,0,0,0,0,0,0,497,3
1716,1956,2,4,60230.0,0,1,2,6,3,6,5,0,0,0,0,0,0,1067,0
1717,1977,2,3,22108.0,1,1,2,2,0,3,7,0,0,0,0,0,0,31,3
1718,1974,2,5,44392.0,1,1,5,4,1,4,7,0,0,0,0,0,0,211,0
1719,1976,4,3,55424.0,0,1,4,7,5,9,6,1,0,0,0,0,1,877,0
1720,1979,2,3,17688.0,1,0,1,1,0,2,8,0,0,0,0,0,0,11,3
1721,1983,4,3,92491.0,0,0,1,7,5,12,3,0,1,1,1,0,1,2034,1
1722,1991,2,4,90273.0,0,0,1,5,6,7,2,0,1,1,1,0,1,1991,1
1723,1962,4,6,82571.0,0,0,0,6,5,13,2,0,0,1,0,0,0,1686,1
1724,1982,4,4,38513.0,1,0,5,6,1,5,8,0,0,0,0,0,1,324,3
1725,1979,3,4,16653.0,1,0,3,2,1,3,6,0,0,0,0,0,1,69,3
1726,1955,2,5,42586.0,1,1,5,4,1,6,8,0,0,0,0,0,1,252,0
1727,1965,1,4,23529.0,0,1,1,1,1,2,6,0,0,0,0,0,0,54,3
1728,1961,3,5,74881.0,1,1,4,9,2,12,5,0,0,0,0,0,0,964,1
1729,1951,2,3,71107.0,0,1,2,7,6,13,4,0,0,0,0,0,0,1327,1
1730,1964,4,5,46910.0,1,1,2,2,0,3,6,0,0,0,0,0,0,68,0
1731,1959,2,3,18690.0,0,0,1,1,1,2,8,0,0,0,0,0,0,60,3
1732,1955,2,2,37244.0,1,1,1,1,1,2,7,1,0,0,0,0,0,55,3
1733,1966,2,5,82427.0,0,0,1,3,5,12,1,0,0,1,0,0,0,1456,1
1734,1958,0,4,75342.0,0,1,1,5,2,10,4,0,0,0,0,0,0,563,1
1735,1954,2,2,70044.0,0,1,4,7,10,5,5,0,0,0,0,0,0,1504,1
1736,1967,2,4,79146.0,1,1,2,8,1,8,6,0,0,0,0,0,0,564,1
1737,1963,2,3,77437.0,0,0,1,4,5,13,1,0,0,1,0,0,0,1125,1
1738,1959,2,3,54984.0,0,1,4,6,1,6,7,0,0,0,1,0,0,358,0
1739,1971,4,3,42403.0,1,0,1,1,0,3,8,0,0,0,0,0,0,42,0
1740,1964,2,5,55761.0,0,1,2,4,1,3,6,0,1,0,0,0,0,184,0
1741,1983,2,5,37292.0,1,0,5,6,3,5,8,0,0,0,0,0,0,460,3
1742,1945,4,4,45576.0,0,0,1,3,1,3,8,0,0,0,0,0,1,145,0
1743,1947,2,5,70321.0,0,0,1,6,5,13,4,0,0,0,0,0,1,1376,1
1744,1969,4,2,58086.0,0,1,2,11,3,7,8,0,0,0,0,0,0,792,0
1745,1952,2,3,81795.0,0,0,1,4,11,7,2,0,0,0,0,0,0,1382,1
1746,1947,1,5,28389.0,0,0,1,1,0,2,7,0,0,0,0,0,0,28,3
1747,1946,3,3,66835.0,0,0,1,6,4,13,2,0,0,0,0,0,0,1033,1
1748,1969,2,2,69901.0,0,1,3,7,3,10,5,0,0,0,0,0,0,882,1
1749,1949,4,3,80360.0,0,0,2,4,4,5,2,0,1,1,1,0,0,2231,1
1750,1961,4,5,63342.0,0,1,3,8,3,5,6,0,1,0,0,0,1,1101,0
1751,1974,2,3,44989.0,0,1,5,5,1,5,6,0,0,0,0,0,0,369,0
1752,1980,0,4,31859.0,1,0,1,1,0,3,7,0,0,0,0,0,0,48,3
1753,1949,4,6,51569.0,0,1,4,7,1,7,8,0,1,0,0,0,1,467,0
1754,1971,2,6,30372.0,1,1,3,2,0,3,7,0,0,0,0,0,0,44,3
1755,1979,1,4,16014.0,1,1,4,1,1,4,3,0,0,0,0,0,0,38,3
1756,1968,2,3,41120.0,1,1,3,2,1,3,6,0,0,0,0,0,0,81,0
1757,1971,3,4,39763.0,1,0,2,5,1,2,9,0,0,0,0,0,1,167,3
1758,1955,4,3,38725.0,1,1,2,1,0,4,4,0,0,0,0,0,0,45,3
1759,1972,2,3,77981.0,1,0,3,7,4,7,5,0,0,0,0,0,0,664,1
1760,1964,0,3,62905.0,0,1,3,7,2,8,4,0,0,0,0,0,0,622,0
1761,1979,0,2,13533.0,1,0,2,2,0,3,7,0,0,0,0,0,0,48,3
1762,1975,2,5,59481.0,0,1,2,3,3,8,2,0,0,0,0,0,0,461,0
1763,1977,2,3,72117.0,0,1,1,9,7,9,5,0,0,0,0,0,0,1073,1
1764,1986,0,3,21955.0,1,0,2,2,1,3,6,0,0,0,0,0,0,55,3
1765,1956,2,3,67131.0,0,1,3,9,2,12,6,0,0,0,0,0,0,976,1
1766,1980,4,4,36802.0,1,0,1,1,0,3,5,0,0,0,0,0,0,20,3
1767,1982,2,5,71853.0,0,0,1,2,8,6,1,0,0,0,0,0,0,1149,1
1768,1961,1,3,28249.0,0,0,1,2,0,3,6,0,0,0,0,0,0,43,3
1769,1975,3,3,47808.0,0,1,2,3,2,3,7,1,0,0,0,0,0,224,0
1770,1974,4,2,25509.0,1,0,3,3,0,3,9,0,0,0,0,0,1,101,3
1771,1946,4,3,51012.0,0,0,1,4,1,4,6,0,0,0,0,0,0,209,0
1772,1985,2,4,70596.0,0,0,1,3,5,12,2,0,0,0,0,0,0,968,1
1773,1952,4,5,85431.0,0,0,1,2,7,7,0,0,0,0,0,0,0,1165,1
1774,1967,2,3,42664.0,0,1,1,1,0,3,6,0,0,0,0,0,0,24,0
1775,1955,2,5,42586.0,1,1,5,4,1,6,8,0,0,0,0,0,1,252,0
1776,1985,2,4,29760.0,1,0,4,3,1,4,8,0,0,0,0,0,0,165,3
1777,1977,4,3,28973.0,0,0,2,5,1,5,8,0,0,0,0,0,0,269,3
1778,1973,4,5,39435.0,1,0,1,3,1,2,7,0,0,0,0,0,0,102,3
1779,1984,0,3,65370.0,0,0,1,2,3,13,1,0,0,0,0,0,0,461,1
1780,1979,1,4,20194.0,1,0,2,2,0,3,6,0,0,0,0,0,0,47,3
1781,1976,4,4,42473.0,1,1,3,2,1,4,5,0,0,0,0,0,0,144,0
1782,1968,2,3,64590.0,0,0,1,9,4,10,6,0,0,0,0,0,0,1338,0
1783,1959,2,5,71232.0,0,1,2,11,2,10,7,0,0,0,0,0,0,917,1
1784,1971,2,5,34600.0,1,1,5,5,2,5,8,0,0,0,0,0,1,318,3
1785,1967,2,4,46904.0,1,1,4,5,1,4,8,0,0,0,0,0,0,253,0
1786,1973,2,3,49094.0,0,1,5,6,3,6,6,0,0,0,0,0,0,502,0
1787,1983,2,5,36075.0,1,0,1,2,0,4,6,0,0,0,0,0,0,119,3
1788,1979,0,5,60839.0,1,1,13,2,2,12,8,0,0,0,0,0,0,1250,0
1789,1979,2,5,77298.0,0,1,1,6,6,11,3,0,0,0,0,0,0,969,1
1790,1950,2,5,34026.0,1,1,3,2,1,3,5,0,0,0,0,0,0,76,3
1791,1963,4,4,48918.0,1,1,2,1,0,4,4,0,0,0,0,0,0,62,0
1792,1962,0,5,82122.0,0,0,1,3,9,13,1,0,0,1,0,0,0,1382,1
1793,1976,2,4,37697.0,1,0,1,2,1,3,6,0,0,0,0,0,0,84,3
1794,1952,2,5,34074.0,1,1,5,3,3,3,6,1,0,0,0,0,0,255,3
1795,1960,3,3,28520.0,1,1,1,1,1,2,6,0,0,0,0,0,0,43,3
1796,1955,2,4,62535.0,0,1,1,3,2,8,3,0,0,0,0,0,0,398,0
1797,1977,3,4,36273.0,1,0,2,3,0,3,6,0,0,0,0,0,0,76,3
1798,1964,2,5,63404.0,0,2,2,6,3,4,4,0,0,0,1,0,0,902,0
1799,1981,0,5,75774.0,1,0,1,7,5,8,4,0,0,0,0,0,0,823,1
1800,1976,2,5,78416.0,0,1,2,7,7,10,3,0,0,0,0,0,0,1179,1
1801,1974,2,5,75702.0,0,1,1,10,5,13,6,0,0,1,0,0,0,1921,1
1802,1951,3,5,59385.0,1,1,2,3,1,4,5,0,0,0,0,0,0,185,0
1803,1966,2,4,37070.0,1,1,9,5,1,8,7,0,0,0,0,0,1,433,3
1804,1951,2,3,44689.0,1,1,2,1,1,2,7,1,0,0,0,0,0,34,0
1805,1958,2,5,53977.0,0,1,5,5,5,12,5,0,0,0,0,0,0,907,0
1806,1966,4,4,7144.0,0,2,0,23,1,1,0,0,0,0,0,0,0,416,3
1807,1964,2,4,18701.0,1,1,4,2,0,4,5,0,0,0,0,0,0,44,3
1808,1956,2,3,90369.0,0,0,1,4,6,6,1,0,0,0,0,0,1,1588,1
1809,1974,4,4,63159.0,0,0,1,3,5,8,3,1,0,0,0,0,0,1797,0
1810,1966,2,5,37758.0,1,1,2,1,0,3,8,0,0,0,0,0,0,40,3
1811,1963,4,4,46757.0,0,1,6,4,4,7,9,0,0,0,0,0,0,1143,0
1812,1969,3,3,79734.0,0,0,1,4,3,6,1,0,0,0,1,0,0,914,1
1813,1992,2,5,63207.0,0,0,1,2,3,6,7,0,0,0,1,0,0,1502,0
1814,1954,2,2,72071.0,0,1,3,5,4,8,2,0,0,0,0,0,0,1338,1
1815,1983,4,5,21840.0,1,0,1,1,0,3,9,0,0,0,0,0,0,27,3
1816,1982,0,5,58582.0,0,1,2,9,2,9,5,0,1,0,0,0,0,763,0
1817,1951,2,4,72282.0,0,0,1,5,7,9,7,0,0,0,0,0,1,1331,1
1818,1956,2,3,50387.0,0,2,3,6,2,8,5,0,0,0,0,0,0,525,0
1819,1961,4,5,32583.0,1,1,1,1,0,2,7,0,0,0,0,0,0,9,3
1820,1962,2,5,62568.0,0,1,3,5,3,5,4,0,0,0,1,0,0,953,0
1821,1971,3,2,44635.0,1,1,2,2,0,3,7,0,0,0,0,0,0,68,0
1822,1971,3,4,33316.0,1,1,3,2,1,4,6,0,0,0,0,0,0,131,3
1823,1968,2,3,63967.0,0,1,3,4,4,12,2,0,0,0,0,0,0,882,0
1824,1978,0,5,52513.0,0,0,2,9,5,9,7,0,0,0,0,0,0,1149,0
1825,1969,2,3,25293.0,1,0,1,1,1,2,8,0,0,0,0,0,0,37,3
1826,1965,4,6,54111.0,0,1,2,5,2,6,5,0,0,0,0,0,0,388,0
1827,1986,2,5,78394.0,0,0,1,4,6,5,2,0,0,0,0,0,1,1428,1
1828,1958,3,3,80739.0,0,0,1,3,11,9,1,0,0,0,0,0,0,1633,1
1829,1975,3,5,22669.0,1,0,3,4,1,2,9,0,0,0,0,0,1,173,3
1830,1987,2,4,29236.0,1,0,2,4,0,3,9,0,0,0,0,0,0,99,3
1831,1959,2,5,44911.0,0,1,3,4,1,4,7,0,0,0,0,0,0,215,0
1832,1962,4,3,54693.0,0,1,8,6,4,13,6,0,0,0,0,0,0,929,0
1833,1974,2,5,48186.0,1,0,3,4,1,4,7,0,0,0,0,0,0,219,0
1834,1977,2,3,54809.0,1,1,4,2,1,5,4,0,0,0,0,0,1,174,0
1835,1978,2,5,41580.0,1,1,3,2,1,3,5,0,0,0,0,0,0,92,0
1836,1970,4,3,80336.0,0,0,1,2,9,13,1,0,0,0,0,0,0,1052,1
1837,1957,2,3,47743.0,0,1,3,4,1,6,6,0,1,0,0,0,0,275,0
1838,1955,0,3,62972.0,0,1,2,7,4,3,6,0,0,0,0,0,0,587,0
1839,1954,4,2,57333.0,0,1,11,8,5,9,6,0,0,0,0,0,1,1662,0
1840,1982,4,5,32313.0,1,0,3,4,0,4,9,0,0,0,0,0,0,159,3
1841,1953,3,6,84953.0,0,0,1,3,10,4,2,0,1,1,1,0,1,1024,1
1842,1968,3,2,27071.0,1,0,2,2,0,3,6,0,0,0,0,0,0,35,3
1843,1957,3,5,68148.0,0,0,1,4,4,6,2,0,0,0,0,0,0,1042,1
1844,1965,3,5,65735.0,1,1,5,6,2,6,7,0,0,0,0,0,0,395,1
1845,1975,4,3,86836.0,0,0,1,6,10,6,5,1,0,1,1,0,1,557,1
1846,1963,4,3,4023.0,1,1,15,0,0,0,19,0,0,0,0,0,0,9,3
1847,1990,2,3,30093.0,0,0,1,2,0,3,7,0,0,0,0,0,0,69,3
1848,1966,4,3,57705.0,0,1,3,8,1,6,6,0,0,0,0,0,0,486,0
1849,1988,2,4,25008.0,1,0,2,1,0,3,8,0,0,0,0,0,0,34,3
1850,1995,0,4,83257.0,0,0,1,5,10,12,6,1,0,1,0,0,1,1365,1
1851,1975,2,5,22280.0,1,0,1,1,0,2,8,0,0,0,0,0,0,13,3
